species,speciesID,common_name,taxonomic_group,doc_type,sara_status,date_of_listing,doc_citation,url,year_published,CC_threat_CA,seabird,seabird_notes,migratory,subspecies,population,sdm,range_data,rationale_excluded,range_data_source,range_data_citation,spatial_data_used,spatial_data_type,spatial_data_date_accessed,spatial_data_verified,spatial_data_verified_notes,range_size_Canada,range_size_America,exclude_Hardouin_Hargreaves,cc_threat_ca_adj,sara_status_adj,year_of_listing,min_year_of_listing,cc_sdm,sdm_no_cc,sdm_ca,cc_sdm_ca,sdm_no_cc_ca,n_sdm,n_cc_sdm,n_sdm_ca,n_cc_sdm_ca,rsf_sdm,n_rsf_sdm,rowID,X2_primary_review_date,X2_secondary_review_date,X2_cc_sdm,X2_cc_sdm_ref_type,X2_cc_sdm_reference,X2_cc_sdm_section,X2_cc_sdm_cc_threat,X2_cc_sdm_oth_threat,X2_other_sdm,X2_other_sdm_reference,X2_other_sdm_section,X2_other_sdm_cc_threat,X2_other_sdm_oth_threat,X2_other_cc_model,start_date,n_sdm_ca_avl,n_cc_sdm_ca_avl
Colinus virginianus,107,northern bobwhite,Birds,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC. 2013. COSEWIC status appraisal summary on the Northern Bobwhite Colinus virginianus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=northern%20bobwhite,2013,0,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Colinus virginianus. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,21103.37283,4349942.321,NA,0,Endangered,2005,2005,1,0,1,1,0,8,8,5,5,1,8,827,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,1,1
Collema coniophilum,136,crumpled tarpaper lichen,Lichens,COSEWIC Status Reports,Threatened,2/3/2017,COSEWIC. 2010. COSEWIC assessment and status report on the Crumpled Tarpaper Lichen Collema coniophilum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=crumpled%20tarpaper%20lichen,2010,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,252.8656611,252.8656611,N,0,Threatened,2017,2017,0,0,0,0,0,0,0,0,0,0,0,872,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,0,0
Collomia tenella,280,slender collomia,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2013. Multi-species Recovery Strategy for the Princeton Landscape, including Dwarf Woolly-heads (Psilocarphus brevissimus) Southern Mountain Population, Slender Collomia (Collomia tenella), and Stoloniferous Pussytoes (Antennaria flagellaris) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 20 pp. + Appendix.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=slender%20collomia,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2328.014289,446499.5899,N,1,Endangered,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1669,6/26/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Collomia tenella,280,slender collomia,Vascular Plants,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC 2003. COSEWIC assessment and status report on the slender collomia Collomia tenella in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 14 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=slender%20collomia,2003,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2328.014289,446499.5899,N,1,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,678,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2002,0,0
Coluber constrictor flaviventris,64,eastern yellow-bellied racer,Reptiles,COSEWIC Status Reports,Threatened,8/15/2006,COSEWIC. 2015. COSEWIC assessment and status report on the Eastern Yellow-bellied Racer Coluber constrictor flaviventris and Western Yellow-bellied Racer Coluber constrictor mormon in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvii + 64 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20yellow%20-%20bellied%20racer,2015,1,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1620.979032,1638630.795,N,1,Threatened,2006,2006,0,0,0,0,0,0,0,0,0,0,0,603,6/21/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2014,0,0
Coluber constrictor flaviventris,64,eastern yellow-bellied racer,Reptiles,Recovery Strategies,Threatened,NA,Parks Canada Agency. 2010. Recovery Strategy for Eastern Yellow-bellied Racer (Coluber constrictor flaviventris) in Canada. Species at Risk Act Recovery Strategy Series. Parks Canada Agency. Ottawa. vii + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20yellow%20-%20bellied%20racer,2010,1,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1620.979032,1638630.795,N,1,Threatened,NA,2006,0,0,0,0,0,0,0,0,0,0,0,1595,6/21/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2009,0,0
Coluber constrictor foxii,143,blue racer,Reptiles,COSEWIC Status Reports,Endangered,1/12/2005,COSEWIC. 2012. COSEWIC status appraisal summary on the Blue Racer (Coluber constrictor foxii) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvii pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=blue%20racer,2012,0,0,NA,0,1,0,0,0,"no spatial data available at the subspecies level, no estimate of range size available at the subspecies level",NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,790,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Coluber constrictor foxii,143,blue racer,Reptiles,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2019. Recovery Strategy for the Blue Racer (Coluber constrictor foxii) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 29 pp. + vi + 35 pp. + 18 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=blue%20racer,2019,1,0,NA,0,1,0,0,0,"no spatial data available at the subspecies level, no estimate of range size available at the subspecies level",NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,Endangered,NA,2005,0,0,0,0,0,0,0,0,0,0,0,42,6/26/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2018,0,0
Coluber constrictor mormon,117,western yellow-bellied racer,Reptiles,COSEWIC Status Reports,Special Concern,8/15/2006,COSEWIC. 2015. COSEWIC assessment and status report on the Eastern Yellow-bellied Racer Coluber constrictor flaviventris and Western Yellow-bellied Racer Coluber constrictor mormon in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvii + 64 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20yellow%20-%20bellied%20racer,2015,1,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,12873.98736,1097008.379,N,1,Special Concern,2006,2006,0,0,0,0,0,0,0,0,0,0,0,923,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2014,0,0
Coluber constrictor mormon,117,western yellow-bellied racer,Reptiles,Management Plans,Special Concern,NA,"Environment Canada. 2015. Management Plan for the Western Yellow-bellied Racer (Coluber constrictor mormon) in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. 3 pp. + Annex.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20yellow%20-%20bellied%20racer,2015,1,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,12873.98736,1097008.379,N,1,Special Concern,NA,2006,0,0,0,0,0,0,0,0,0,0,0,2047,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2014,0,0
Contia tenuis,221,sharp-tailed snake,Reptiles,COSEWIC Status Reports,Endangered,6/5/2003,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sharp%20-%20tailed%20snake,2009,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2069.139108,164927.034,N,1,Endangered,2003,2003,1,1,1,1,1,2,1,2,1,1,2,795,7/16/2024,10/22/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2008,0,0
Contia tenuis,221,sharp-tailed snake,Reptiles,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2020. Recovery Strategy for the Sharp-tailed Snake (Contia tenuis) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 17 pp. + 42 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sharp%20-%20tailed%20snake,2020,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2069.139108,164927.034,N,1,Endangered,NA,2003,1,1,1,1,1,2,1,2,1,1,2,284,6/17/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2019,2,1
Contopus cooperi,146,olive-sided flycatcher,Birds,COSEWIC Status Reports,Threatened,2/23/2010,COSEWIC. 2007. COSEWIC assessment and status report on the Olive-sided Flycatcher Contopus cooperi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 25 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=olive%20-%20sided%20flycatcher,2007,0,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2016) 2015. Contopus cooperi. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,5305320.485,9618863.212,NA,1,Threatened,2010,2010,1,0,1,1,0,5,5,5,5,1,5,753,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2006,0,0
Contopus cooperi,146,olive-sided flycatcher,Birds,COSEWIC Status Reports,Threatened,2/23/2010,COSEWIC. 2018. COSEWIC assessment and status report on the Olive-sided Flycatcher Contopus cooperi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 52 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=olive%20-%20sided%20flycatcher,2018,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2016) 2015. Contopus cooperi. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,5305320.485,9618863.212,NA,1,Threatened,2010,2010,1,0,1,1,0,5,5,5,5,1,5,210,6/12/2024,7/8/2024,0,NA,NA,NA,NA,NA,1,"Westwood, A.R. 2016. Conservation of three forest landbird species at risk: Characterizing and modelling habitat at multiple scales to guide management planning. Ph.D. Dissertation, Dalhousie University, Halifax, Nova Scotia. 214 pp. ; Shirley, S. M.Z. Yang, R.A. Hutchinson, J.D. Alexander, K. McGarigal, and M.G. Betts. 2013. Species distribution modelling for the people: Unclassified landsat TM imagery predicts bird occurrence at fine resolutions. Diversity and Distributions 19:855-866. ; Stralberg, D., and T. Gardali. 2007. Developing Habitat-based Landbird Models as Planning Tools for the Golden Gate National Recreation Area and the Point Reyes National Seashore Final Report July 2007. PRBO Conservation Science, Petaluma, California. 90 pp ; Psyllakis, J.M., and M.P. Gillingham. 2009. Using forest structure and composition to predict the occurrence of vertebrate species in Douglas-Fir forests of British Columbia. Biological Conservation 142:1427-1441. ;  Spies, T.A, B.C. McComb, R.S.H. Kennedy, M.T. McGrath, K. Olsen, and R.J. Pabst. 2007. Potential effects of forest policies on terrestrial biodiversity in a multiownership province. Ecological Applications 17:48-65 ; Stralberg, D., and T. Gardali. 2007. Developing Habitat-based Landbird Models as  Planning Tools for the Golden Gate National Recreation Area and the Point Reyes National Seashore Final Report July 2007. PRBO Conservation Science, Petaluma, California. 90 pp ; Beaudry, F., A.M. Pidgeon, V.C. Radeloff, R.W. Howe, D.J. Mladenoff, and G.A. Bartelt. 2010. Modeling regional-scale habitat of forest birds when land management  guidelines are needed but information is limited. Biological Conservation 143:1759-1769 ; NRP",THR SI,1,1,1,2017,2,2
Contopus cooperi,146,olive-sided flycatcher,Birds,Recovery Strategies,Threatened,NA,"Environment Canada. 2016. Recovery Strategy for the Olive-sided Flycatcher (Contopus cooperi) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. vii + 52 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=olive%20-%20sided%20flycatcher,2016,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2016) 2015. Contopus cooperi. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,5305320.485,9618863.212,NA,1,Threatened,NA,2010,1,0,1,1,0,5,5,5,5,1,5,1744,6/12/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2015,2,2
Contopus virens,172,eastern wood-pewee,Birds,COSEWIC Status Reports,Special Concern,11/2/2017,COSEWIC. 2012. COSEWIC assessment and status report on the Eastern Wood-pewee in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20wood%20-%20pewee,2012,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Contopus virens. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,475214.1326,4067904.13,NA,1,Special Concern,2017,2017,1,0,1,1,0,4,4,3,3,1,4,1014,6/10/2024,6/20/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,1,1
Copablepharon fuscum,49,sand-verbena moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment Canada. 2012. Recovery Strategy for the Sand-verbena Moth (Copablepharon fuscum) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 12 pp. + Appendix.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sand%20-%20verbena%20moth,2012,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2300.618047,2564.484048,N,1,Endangered,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1655,6/26/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Copablepharon fuscum,49,sand-verbena moth,Arthropods,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC. 2013. COSEWIC status appraisal summary on the Sand-verbena Moth Copablepharon fuscum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xxiv pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sand%20-%20verbena%20moth,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2300.618047,2564.484048,N,1,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,664,6/26/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Copablepharon grandis,193,pale yellow dune moth,Arthropods,COSEWIC Status Reports,Special Concern,2/23/2010,COSEWIC. 2007. COSEWIC assessment and status report on the Pale Yellow Dune Moth Copablepharon grandis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 28 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pale%20yellow%20dune%20moth,2007,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,179101.8354,2199157.421,N,1,Special Concern,2010,2010,0,0,0,0,0,0,0,0,0,0,0,910,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2006,0,0
Copablepharon grandis,193,pale yellow dune moth,Arthropods,Management Plans,Special Concern,NA,"Environment Canada. 2016. Management Plan for the Pale Yellow Dune Moth (Copablepharon grandis) in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iii + 21 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pale%20yellow%20dune%20moth,2016,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,179101.8354,2199157.421,N,1,Special Concern,NA,2010,0,0,0,0,0,0,0,0,0,0,0,2034,6/12/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2015,0,0
Copablepharon grandis,193,pale yellow dune moth,Arthropods,COSEWIC Status Reports,Special Concern,2/23/2010,COSEWIC. 2018. COSEWIC assessment and status report on the Pale Yellow Dune Moth Copablepharon grandis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 48pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pale%20yellow%20dune%20moth,2018,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,179101.8354,2199157.421,N,1,Special Concern,2010,2010,0,0,0,0,0,0,0,0,0,0,0,212,6/12/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2017,0,0
Copablepharon longipenne,191,dusky dune moth,Arthropods,COSEWIC Status Reports,Endangered,2/23/2010,COSEWIC 2007. COSEWIC assessment and status report on the Dusky Dune Moth Copablepharon longipenne in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 33 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=dusky%20dune%20moth,2007,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,361379.5489,1307082.304,N,0,Endangered,2010,2010,0,0,0,0,0,0,0,0,0,0,0,726,7/16/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2006,0,0
